ZONENAME,POSTALSTREETNAME,UNITNUMBER,LOCATION,OUTSIDE,OPPOSITE,EASTING,NORTHING,OBJECTID
BALDOYLE,TURNBERRY SQUARE,11,OPP 19 TURNBERRY SQ,,19,324540,239905,31859
BALDOYLE,TURNBERRY SQUARE,12,TURNBERRY SQ,,,324542,239919,31860
BALDOYLE,TURNBERRY SQUARE,13,TURNBERRY SQ,,,324531,239943,31861
BALDOYLE,TURNBERRY SQUARE,14,SIDE APPTMNTS,,,324513,239944,31862
BALDOYLE,TURNBERRY SQUARE,15,AT BIN SHED/BIKE STAND,,,324547,239953,31863
BALDOYLE,TURNBERRY SQUARE,16,TURNBERRY SQ,,,324553,239934,31864
DONABATE,TURVEY AVENUE,1,OPP CHURCHVIEW,,,322573,250012,31865
DONABATE,TURVEY AVENUE,2,,,,322539,250019,31866
DONABATE,TURVEY AVENUE,3,OPP WEDGEWOOD,,,322500,250028,31867
DONABATE,TURVEY AVENUE,4,OPP ENT TURVEY DRV,,,322452,250051,31868
DONABATE,TURVEY AVENUE,5,OPP 1 TUVERY DRV,,,322417,250063,31869
DONABATE,TURVEY AVENUE,6,OPP ENT KYLE PARK,,,322369,250081,31870
DONABATE,TURVEY AVENUE,7,OPP ENT TO TRVY WDS,,,322316,250106,31871
DONABATE,TURVEY AVENUE,8,,,,322279,250128,31872
DONABATE,TURVEY AVENUE,9,OPP ST JUDES,,,322238,250158,31873
DONABATE,TURVEY AVENUE,10,OPP ENT BVRTN,,,322198,250177,31874
DONABATE,TURVEY AVENUE,11,OPP ENT BVRTN,,,322157,250191,31875
DONABATE,TURVEY AVENUE,12,,,,322110,250212,31876
DONABATE,TURVEY AVENUE,13,TURVEY AVE @ BERESFORD EST,,,,,31877
DONABATE,TURVEY AVENUE,14,TURVEY AVE @ BERESFORD EST,,,,,31878
DONABATE,TURVEY AVENUE,15,TURVEY AVE @ BERESFORD EST,,,,,31879
DONABATE,TURVEY AVENUE,16,TURVEY AVE @ BERESFORD EST,,,,,31880
DONABATE,TURVEY AVENUE,17,TURVEY AVE @ BERESFORD EST,,,,,31881
DONABATE,TURVEY AVENUE AT ROSEVILLE,1,,,,319818,250707,31882
DONABATE,TURVEY AVENUE AT ROSEVILLE,2,,,,319832,250691,31883
DONABATE,TURVEY AVENUE AT ROSEVILLE,3,,,,319868,250689,31884
DONABATE,TURVEY AVENUE AT ROSEVILLE,4,,,,319905,250686,31885
DONABATE,TURVEY AVENUE AT ROSEVILLE,5,,,,319926,250696,31886
DONABATE,TURVEY AVENUE AT ROSEVILLE,6,,,,319951,250683,31887
DONABATE,TURVEY AVENUE AT ROSEVILLE,7,,,,319992,250680,31888
DONABATE,TURVEY AVENUE AT ROSEVILLE,8,,,,320034,250677,31889
DONABATE,TURVEY AVENUE AT ROSEVILLE,9,,,,320078,250673,31890
DONABATE,TURVEY AVENUE AT ROSEVILLE,10,,,,320122,250673,31891
DONABATE,TURVEY AVENUE AT ROSEVILLE,11,,,,320167,250681,31892
DONABATE,TURVEY AVENUE AT ROSEVILLE,12,,,,320209,250693,31893
DONABATE,TURVEY AVENUE AT ROSEVILLE,13,,,,320252,250706,31894
DONABATE,TURVEY AVENUE AT ROSEVILLE,14,,,,320293,250719,31895
DONABATE,TURVEY AVENUE AT ROSEVILLE,15,,,,320339,250733,31896
DONABATE,TURVEY AVENUE AT ROSEVILLE,16,,,,320380,250744,31897
DONABATE,TURVEY AVENUE AT ROSEVILLE,17,,,,320381,250765,31898
DONABATE,TURVEY AVENUE AT ROSEVILLE,18,,,,320359,250779,31899
DONABATE,TURVEY AVENUE AT ROSEVILLE,19,,,,320425,250744,31900
DONABATE,TURVEY AVENUE TURVEY BRIDGE,1,,,,319883,250910,31901
DONABATE,TURVEY AVENUE TURVEY BRIDGE,2,,,,319914,250900,31902
DONABATE,TURVEY AVENUE TURVEY BRIDGE,3,,,,319940,250893,31903
DONABATE,TURVEY AVENUE TURVEY BRIDGE,4,,,,319988,250878,31904
DONABATE,TURVEY AVENUE TURVEY BRIDGE,5,,,,320017,250868,31905
DONABATE,TURVEY AVENUE TURVEY BRIDGE,6,,,,320043,250862,31906
DONABATE,TURVEY ESTATE,1,1ST LIGHT OFF TRVY AVE,,,322440,250071,31907
DONABATE,TURVEY ESTATE,2,O/S 7/9 TRVY DRV,07-Sep,,322453,250124,31908
DONABATE,TURVEY ESTATE,3,OPP 1 TRVY CRES,,1,322421,250195,31909
DONABATE,TURVEY ESTATE,4,OPP 5 TRVY CRES,,5,322386,250193,31910
DONABATE,TURVEY ESTATE,5,O/S 10/12 TRVY GRN,10-Dec,,322381,250163,31911
DONABATE,TURVEY ESTATE,6,O/S 4 TRVY GRN,4,,322387,250135,31912
DONABATE,TURVEY ESTATE,7,OPP ENT TRVY CRES,,,322368,250197,31913
DONABATE,TURVEY ESTATE,8,O/S 50/52 TRVY GRN,50/52,,322394,250364,31914
DONABATE,TURVEY ESTATE,9,O/S 42 TRVY GRN,42,,322384,250336,31915
DONABATE,TURVEY ESTATE,10,O/S 36 TRVY GRN,36,,322378,250311,31916
DONABATE,TURVEY ESTATE,11,O/S 28/30 TRVY GRN,28/30,,322375,250282,31917
DONABATE,TURVEY ESTATE,12,O/S 20/22 TRVY GRN,20/22,,322376,250253,31918
DONABATE,TURVEY ESTATE,13,S/O 5 TRVY CRES,,,322377,250224,31919
DONABATE,TURVEY ESTATE,14,OPP ENT TRVY CLS,,,322436,250226,31920
DONABATE,TURVEY ESTATE,15,O/S 29/31 TRVY DRV,29/31,,322436,250259,31921
DONABATE,TURVEY ESTATE,16,O/S 37/39 TRVY DRV,37/39,,322438,250290,31922
DONABATE,TURVEY ESTATE,17,O/S 43/45 TRVY DRV,43/45,,322446,250320,31923
DONABATE,TURVEY ESTATE,18,O/S 53 TRVY DRV,53,,322457,250351,31924
DONABATE,TURVEY ESTATE,19,O/S 23/24 TRVY CLS,23/24,,322487,250291,31925
DONABATE,TURVEY ESTATE,20,O/S 13-16 TRVY CLS,13-16,,322489,250262,31926
DONABATE,TURVEY ESTATE,21,O/S 1/2 TRVY CLS,01-Feb,,322467,250233,31927
DONABATE,TURVEY ESTATE,22,O/S 14/16 TRVY DRV,14/16,,322450,250193,31928
DONABATE,TURVEY ESTATE,23,O/S 6/8 TRVY DRV,06-Aug,,322455,250161,31929
DONABATE,TURVEY ESTATE,24,O/S 1 TRVY  GRV,1,,322468,250126,31930
DONABATE,TURVEY ESTATE,25,O/S 9/11 TRVY GRV,09-Nov,,322499,250120,31931
DONABATE,TURVEY ESTATE,26,S/O 11 TRVY PK,,,322517,250130,31932
DONABATE,TURVEY ESTATE,27,O/S 1/3 TRVY PK,01-Mar,,322521,250154,31933
DONABATE,TURVEY ESTATE,28,O/S 9/11 TRVY PK,09-Nov,,322523,250186,31934
DONABATE,TURVEY ESTATE,29,O/S 21/23 TRVY PK,21/23,,322546,250226,31935
DONABATE,TURVEY ESTATE,30,O/S 41/43 TRVY,41/43,,322558,250315,31936
DONABATE,TURVEY ESTATE,31,OPP 29 TRVY PK,,29,322566,250259,31937
DONABATE,TURVEY ESTATE,32,PEDWAY TO TRVY AVE,,,322557,250050,31938
DONABATE,TURVEY ESTATE,33,PEDWAY TO TRVY AVE,,,322559,250080,31939
DONABATE,TURVEY ESTATE,34,O/S 26 TRVY GRV,26,,322555,250100,31940
DONABATE,TURVEY ESTATE,35,O/S 16 TRVY GRV,16,,322521,250107,31941
DONABATE,TURVEY ESTATE,36,OPP 3 TRVY DRV,,3,322458,250094,31942
DONABATE,TURVEY WOODS,1,DIST RD,,,322317,250126,31943
DONABATE,TURVEY WOODS,2,DIST RD,,,322313,250165,31944
DONABATE,TURVEY WOODS,3,DIST RD,,,322292,250188,31945
DONABATE,TURVEY WOODS,4,DIST RD,,,322285,250219,31946
DONABATE,TURVEY WOODS,5,DIST RD,,,322287,250251,31947
DONABATE,TURVEY WOODS,6,DIST RD,,,322289,250286,31948
DONABATE,TURVEY WOODS,7,DIST RD,,,322310,250306,31949
DONABATE,TURVEY WOODS,8,DIST RD,,,322323,250321,31950
BALDOYLE,TUSCANY PARK,1,O/S 1 TP,1,,324321,239896,31951
BALDOYLE,TUSCANY PARK,2,O/S 43 TP,43,,324279,239909,31952
BALDOYLE,TUSCANY PARK,3,O/S 12/13 TP,Dec-13,,324250,239895,31953
BALDOYLE,TUSCANY PARK,4,O/S 32 TP,32,,324212,239905,31954
BALDOYLE,TUSCANY PARK,5,O/S 22/23 TP,22/23,,324181,239897,31955
BALDOYLE,TUSCANY PARK,6,OPP 1,,1,324309.945,239908.677,31956
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,1,,,,307564,242219,31957
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,2,,,,307541,242204,31958
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,3,OPP ENT TO BISHOPS ORCHARD,,,307514,242210,31959
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,4,O/S 15 BIS ORC THE BOUL,,,307480,242207,31960
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,5,,,,307454,242228,31961
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,6,,,,307469,242244,31962
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,7,,,,307436.217,242255.005,31963
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,8,OPP 1 FRENCH PK THE BOULVD,,,307453.689,242264.754,31964
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,9,OPP 9/11 FRENCH PK THE BOULVD,,,307442.011,242286.981,31965
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,10,OPP 19/21 FRENCH PK THE BOULVD,,,307441,242314,31966
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,11,OPP 25/27 FRENCH PK THE BOULVD,,,307442,242338,31967
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,12,OPP 31/33 FRENCH PK THE BOULVD,,,307428,242374,31968
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,13,OPP ENT TO FRENCH PARK,,,307394,242391,31969
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,14,O/S 47/49 FRENCH PK THE BOULVD,,,307365,242392,31970
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,15,O/S 57/59 FRENCH PK THE BOULVD,,,307342,242404,31971
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,16,O/S 12/14 BELGREE BOULVD,,,307311,242433,31972
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,17,O/S 5 MT EUST THE BOULVD,,,307280,242413,31973
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,18,O/S 13/15 MT EUST THE BOULVD,,,307257,242407,31974
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,19,O/S 32/34 BELGREE BOULVD,,,307238,242422,31975
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,20,O/S 42/44 BELGREE THE BOULVD,,,307210,242441,31976
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,21,O/S 50/52 BELGREE THE BOULVD,,,307188,242456,31977
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,22,O/S 54/56 BELGREE THE BOULVD,,,307179,242471,31978
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,23,O/S 45/47 MT EUST THE BOULVD,,,307164,242452,31979
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,24,O/S 51/53 MT EUST THE BOULVD,,,307147,242466,31980
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,25,O/S 62/64 BELGREE THE BOULVD,,,307158,242485,31981
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,26,O/S 59/61 MT EUST THE BOULVD,,,307133,242483,31982
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,27,O/S 80/82 BELGREE THE BOULVD,,,307114.237,242508.254,31983
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,28,O/S 77/79 MT EUST THE BOULVD,,,307079.797,242516.171,31984
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,29,O/S 100/102 BELGREE THE BOULVD,,,307053.461,242519.029,31985
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,30,O/S 87/89 MT EUST THE BOULVD,,,307032.393,242509.534,31986
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,31,O/S 95/97 MT EUST THE BOULVD,,,307012,242488,31987
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,32,O/S 107/109 MT EUST THE BOULVD,,,306990,242461,31988
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,33,O/S 115/117 MT EUST THE BOULVD,,,306978.268,242438.168,31989
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,34,O/S 20/22 BELGREE THE BOULVD,,,306941.335,242430.209,31990
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,35,O/S 28/30 MT GARR THE BOULVD,,,306947,242435,31991
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,36,O/S 121/123 MT EUS THE BOULVD,,,306956,242422,31992
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,37,O/S 127/129 MT GEUS THE BOULVD,,,306938.274,242409.698,31993
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,38,O/S 137/139 MT EUS THE BOULVD,,,306916.473,242392.582,31994
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,39,O/S 147/149 MT EUS THE BOULVD,,,306897.011,242378.326,31995
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,40,OPP 155/157 MT EUS THE BOULVD,,,306862.072,242360.186,31996
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,41,OPP 159 MT EUS THE BOULVD,,,306849.847,242335.94,31997
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,42,OPP 167 MT EUS THE BOULVD,,,306846.791,242310.268,31998
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,43,O/S 171/173 MT EUS THE BOULVD,,,306865.332,242283.372,31999
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,44,O/S 38/40 CRUISE PK THE BOULVD,,,306879.594,242256.681,32000
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,45,O/S 181/183 MT EUS THE BOULVD,,,306910.972,242252.81,32001
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,46,O/S 191/193 MT EUS THE BOULVD,,,306949,242254,32002
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,47,O/S 199/201 MT EUS THE BOULVD,,,306979,242255,32003
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,48,O/S 205/207 MT EUS THE BOULVD,,,306997,242262,32004
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,49,O/S 4/6 CRUISE PK THE BOULVD,,,307001.844,242242.215,32005
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,50,O/S 37/39 RATHMORE THE BOULVD,,,307022.627,242242.826,32006
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,51,O/S 213/215 MT EUS THE BOULVD,,,307027,242259,32007
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,52,O/S 219/221 MT EUS THE BOULVD,,,307051,242259,32008
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,53,O/S 231/233 MT EUS THE BOULVD,,,307085,242259,32009
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,54,O/S 237/239 MT EUS THE BOULVD,,,307112.277,242262.386,32010
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,55,OPP RATHMORE ESTATE,,,307140.802,242257.7,32011
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,56,O/S 267 MT EUS THE BOULVD,,,307159.751,242225.304,32012
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,57,,,,307166.882,242211.652,32013
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,58,,,,307147,242209,32014
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,59,,,,307175,242183,32015
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,60,,,,307151,242182,32016
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,61,O/S 42/44 GAZELLE THE BOULVD,,,307180,242154,32017
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,62,O/S 87/89 BEALING THE BOULVD,,,307187,242126,32018
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,63,O/S 28 GAZELLE THE BOULVD,,,307220,242120,32019
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,64,O/S 70 GAZELLE THE BOULVD,,,307246,242095,32020
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,65,O/S 26 GAZELLE THE BOULVD,,,307281,242094,32021
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,66,O/S 14/16 GAZELLE THE BOULVD,,,307309,242076,32022
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,67,O/S 6/8 GAZELLE THE BOULVD,,,307325,242066,32023
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,68,O/S 56/58 BALLENTREE THE BOULVD,,,307344,242042,32024
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,69,O/S 39/41 BEALING THE BOULVD,,,307344,242007,32025
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,70,O/S 32/34 BALLENTREE THE BOULVD,,,307366,241973,32026
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,71,,,,307357,241942,32027
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,72,O/S 16/18 BALLENTREE THE BOULVD,,,307387,241921,32028
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,73,,,,307406,241889,32029
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,74,,,,307432,241884,32030
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,    001A,,,,307594,242198,32031
TYRRELSTOWN,TYRRELSTOWN BOULEVARD,    001B,,,,307591,242217,32032
TYRRELSTOWN,TYRRELSTOWN WAY,37,,,,307347,242064,32033
TYRRELSTOWN,TYRRELSTOWN WAY,38,,,,307370,242083,32034
TYRRELSTOWN,TYRRELSTOWN WAY,39,O/S 5/7,05-Jul,,307385,242102,32035
TYRRELSTOWN,TYRRELSTOWN WAY,40,O/S 9,9,06-Oct,307394,242120,32036
TYRRELSTOWN,TYRRELSTOWN WAY,67,O/S 23,23,,307442,242188,32037
TYRRELSTOWN,TYRRELSTOWN WAY,68,CORNER OF 27,,,307423,242207,32038
TYRRELSTOWN,TYRRELSTOWN WAY,69,O/S 26,26,19/21,307442,242169,32039
TYRRELSTOWN,TYRRELSTOWN WAY,70,CAR PARK S/O 20,,,307439,242142,32040
TYRRELSTOWN,TYRRELSTOWN WAY,71,CAR PARK AT BACK,,,307448,242128,32041
TYRRELSTOWN,TYRRELSTOWN WAY,72,O/S 18,18,13/15,307420,242137,32042
CASTLEKNOCK,UPPER DISWELLSTOWN ROAD SANDPITS,1,O/S 5 DWT COT,5,,307984,236454,32043
CASTLEKNOCK,UPPER DISWELLSTOWN ROAD SANDPITS,2,O/S 3 DWT COT,3,,307947,236463,32044
CASTLEKNOCK,UPPER DISWELLSTOWN ROAD SANDPITS,3,O/S 1 DWT COT,1,,307911,236471,32045
HOWTH,UPPERCLIFF ROAD,1,1ST OFF THRMNBY RD,,,329313,238437,32046
HOWTH,UPPERCLIFF ROAD,2,ENT CNNN RD EST,,,329350,238453,32047
HOWTH,UPPERCLIFF ROAD,3,OPP 'CLIFF COTTAGE',,,329393,238469,32048
HOWTH,UPPERCLIFF ROAD,4,O/S 'WOODVIEW',,,329429,238464,32049
HOWTH,UPPERCLIFF ROAD,5,OPP 6 UPPR CLF RD,,6,329462,238423,32050
HOWTH,UPPERCLIFF ROAD,6,O/S WOODBINE COTTAGE,,,329497,238436,32051
HOWTH,UPPERCLIFF ROAD,7,O/S GLENVILLE,,,329535,238396,32052
HOWTH,UPPERCLIFF ROAD,8,BEFORE CANNON RK,,,329562,238457,32053
HOWTH,UPPERCLIFF ROAD,9,AFTER CANNON RK,,,329623,238469,32054
HOWTH,UPPERCLIFF ROAD,10,BEFORE GULL COTTAGE,,,329688,238474,32055
KNOCKSEDAN,USHER PARK  KNOCKSEDAN,1,O/S 1 KKSN DRV,1,,315404.289,246320.717,32056
KNOCKSEDAN,USHER PARK  KNOCKSEDAN,2,O/S 1 UHR PARK,1,,315370.981,246321.13,32057
SWORDS,VALLEY VIEW,1,O/S 1/2 VLLY VW,01-Feb,,316871,247099,32058
SWORDS,VALLEY VIEW,2,O/S 7/8 VLLY VW,07-Aug,,316838,247109,32059
SWORDS,VALLEY VIEW,3,O/S 9/10 VLLY VW,09-Oct,,316829,247148,32060
SWORDS,VALLEY VIEW,4,O/S 62/63 VLLY VW,62/63,,316906,247173,32061
SWORDS,VALLEY VIEW,5,O/S 55/56 VLLY VW,55/56,,316876,247207,32062
SWORDS,VALLEY VIEW,6,O/S 51E/51F VLLY VW,51E/51F,,316837,247215,32063
SWORDS,VALLEY VIEW,7,O/S 13/14 VLLY VW,13/14,,316828,247184,32064
SWORDS,VALLEY VIEW,8,O/S 25/26 VLLY VW,25/26,,316814,247109,32065
SWORDS,VALLEY VIEW,9,O/S 31/32 VLLY VW,31/32,,316809,247074,32066
SWORDS,VALLEY VIEW,10,O/S 37/38 VLLY VW,37/38,,316803,247034,32067
SWORDS,VALLEY VIEW,11,O/S 41/42 VLLY VW,41/42,,316797,247002,32068
SWORDS,VALLEY VIEW,12,O/S 45/46 VLLY VW,45/46,,316794,246973,32069
SWORDS,VALLEY VIEW,13,O/S 49/50 VLLY VW,49/50,,316788,246944,32070
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,9,,,,320183.142,263296.124,32071
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,10,,,,320185.045,263333.757,32072
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,11,,,,320199.21,263372.657,32073
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,12,,,,320210.203,263411.346,32074
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,13,,,,320222.465,263450.247,32075
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,1,OPP SIDE TEXACO STATION,,,320208,263267,32076
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,2,AT START PEDWAY TO CLONARD COURT,,,320239,263491,32077
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,3,WALL BRACKET,,,320266,263486,32078
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,4,,,,320245,263517,32079
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,7,1ST LIGHT OFF THE SQUARE,,,320275,263565,32080
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,8,WALL BRACKET,,,320292,263588,32081
BALBRIGGAN,VAUXHALL STREET BALBRIGGAN,101,,,,320242.125,263255.75,32082
SUTTON,VERBENA AVENUE,41,O/S 30/32 VRBNA AVE,30/32,,323333,239158,32083
SUTTON,VERBENA AVENUE,42,O/S 10/12 VRBNA AVE,10-Dec,,323310,239089,32084
SUTTON,VERBENA AVENUE,43,O/S 2/4 VRBNA AVE,02-Apr,,323292,239062,32085
SUTTON,VERBENA AVENUE,44,1ST OFF KILBARRACK RD,,,323264,239039,32086
SUTTON,VERBENA AVENUE,47,O/S 6/7 VRBNA AVE,06-Jul,,323314,239122,32087
SUTTON,VERBENA AVENUE,52,OPP 42 VRBNA AVE,,42,323335,239199,32088
SUTTON,VERBENA AVENUE,53,O/S BYSD NTNL SCHL,,,323351,239246,32089
SUTTON,VERBENA AVENUE,54,O/S BYSD NTNL SCHL,,,323375,239309,32090
SUTTON,VERBENA AVENUE,55,S/O 13 VRBNA AVE,,,323371,239335,32091
SUTTON,VERBENA AVENUE,56,O/S 21/23 VRBNA AVE,21/23,,323398,239368,32092
SUTTON,VERBENA AVENUE,57,O/S 41/43 VRBNA AVE,41/43,,323426,239439,32093
SUTTON,VERBENA AVENUE,86,S/O 2 VRBNA LWN,,,323450,239478,32094
SUTTON,VERBENA AVENUE,87,O/S 90/92 VRBNA AVE,90/92,,323422,239405,32095
SUTTON,VERBENA AVENUE,88,O/S 70/72 VRBNA AVE,70/72,,323394,239332,32096
SUTTON,VERBENA AVENUE,89,O/S 54 VRBNA AVE,54,,323370,239274,32097
SUTTON,VERBENA GROVE,59,S/O 10 VRBNA LWN,,,323360,239484,32098
SUTTON,VERBENA GROVE,60,O/S 5/7 VRBNA GRV,05-Jul,,323358,239447,32099
SUTTON,VERBENA GROVE,61,O/S 13/15 VRBNA GRV,13/15,,323349,239420,32100
SUTTON,VERBENA GROVE,62,O/S 28/31 VRBNA GRV RD END,,,323321,239354,32101
SUTTON,VERBENA GROVE,63,O/S 22 VRBNA GRV,22,,323327,239384,32102
SUTTON,VERBENA GROVE,    061A,S/O 31 VRBNA GRV,,,323340,239348,32103
SUTTON,VERBENA GROVE,    062A,S/O 28,,,323300,239366,32104
SUTTON,VERBENA LAWN,58,O/S 9/10 VRBNA LWN,09-Oct,,323375,239505,32105
SUTTON,VERBENA LAWN,71,O/S 19/20 VRBNA LWN,19/20,,323247,239508,32106
SUTTON,VERBENA LAWN,76,O/S 37/38 VRBNA LWN,37/38,,323119,239430,32107
SUTTON,VERBENA LAWN,77,OPP 29/30 VRBNA LWN,,29/30,323130,239477,32108
SUTTON,VERBENA LAWN,78,OPP 27/28 VRBNA LWN,,27/28,323139,239500,32109
SUTTON,VERBENA LAWN,79,O/S 41/42 VRBNA LWN,41/42,,323179,239518,32110
SUTTON,VERBENA LAWN,80,O/S 45/46 VRBNA LWN,45/46,,323209,239518,32111
SUTTON,VERBENA LAWN,81,O/S 55/56 VRBNA LWN,55/56,,323288,239516,32112
SUTTON,VERBENA LAWN,82,O/S 60/62 VRBNA LWN,60/62,,323350,239514,32113
SUTTON,VERBENA LAWN,83,O/S 72/74 VRBNA LWN,72/74,,323409,239513,32114
SUTTON,VERBENA LAWN,84,O/S 248 BYSD BLVD NTH,248,,323457,239506,32115
SUTTON,VERBENA LAWN,85,S/O 935 SRTO LWN,,,323496,239489,32116
SUTTON,VERBENA LAWN,96,O/S 110/112 BYSD BLVD NTH,110/111,,323524,239493,32117
SUTTON,VERBENA LAWN,97,O/S 104/106 BYSD BVLD NTH,104/106,,323547,239487,32118
SUTTON,VERBENA LAWN,    063A,O/S 13/14 VRBNA LWN,13/14,,323319,239506,32119
SUTTON,VERBENA PARK,64,S/O 16 VRBNA LWN,,,323288,239496,32120
SUTTON,VERBENA PARK,65,O/S 6 VRBNA PK,6,,323278,239436,32121
SUTTON,VERBENA PARK,66,S/O 12 VRBNA PK (NOT NUMBERED ON SITE),,,323269,239379,32122
SUTTON,VERBENA PARK,67,O/S 14 VRBNA PK,14,,323249,239366,32123
SUTTON,VERBENA PARK,68,S/O 14 VRBNA PK,,,323210,239382,32124
SUTTON,VERBENA PARK,69,O/S 17/18 VRBNA PK,17/18,,323258,239405,32125
SUTTON,VERBENA PARK,70,O/S 25/26 VRBNA PK,25/26,,323277,239467,32126
MULHUDDART,VILLAGE HEIGHTS,1,1ST LIGHT OFF BLAKESTOWN ROAD,,,306567,240306,32127
MULHUDDART,VILLAGE HEIGHTS,2,O/S 1/2 VIL HGHTS,01-Feb,,306596,240290,32128
MULHUDDART,VILLAGE HEIGHTS,3,O/S 7/8 VIL HGHTS,07-Aug,,306628,240271,32129
MULHUDDART,VILLAGE HEIGHTS,4,O/S 15/17 VIL HGHTS,15/17,,306619,240241,32130
RUSH,WALSHES LANE RUSH,1,OFF CHANNEL RD,,,325640,253871,32131
BALBRIGGAN,WALSHESTOWN,1,,,,317665,258281,32132
BALBRIGGAN,WALSHESTOWN,2,,,,317201,258766,32133
BALBRIGGAN,WALSHESTOWN,3,,,,316957,258804,32134
BALBRIGGAN,WALSHESTOWN,4,,,,316645,259000,32135
BALBRIGGAN,WALSHESTOWN,5,,,,316612,259037,32136
